combined_text,label,label_id
Sorunlu bir cildim var Yıllardır kullandığım tek ürün kuruma yapmıyor Ürün orjinal hızlı teslimat için teşekkürler,positive,2
İŞ GÖRÜR. UFAK TEFEK EV İŞLERİNDE İŞ GÖRÜR,neutral,1
ürünün kalitesi. ürüne sicakliğinin 55 derece oldugunu ölçerek su koydum Oda sicakliginda ertesi gün ölçtüğumde yaklaşik bi 12 saat sonra 50 derece de oldugunu tespit ettim Çok memnunum tavsiye ederim,positive,2
Aras kargo haric hersey guzel. Urun cok iyi 80 100 TL baska markalara kacirmayin derim al bunu tak kullan Ama normal kargolarla 1 gunde gelicek paketiniz Aras kargo ile 3 4 gune cikabilir Kargo firmasindan dolayi 3 yildiz,neutral,1
Ölmeden görmemiz gereken bir film.... Tam 7 gün sonra bu filmi izlemiş diye öleceğinden korkan bir kuzenim vardı ve izleyince korkmadım diye yalan söyleyip sonra beraber izlediğimizde korktuğu için yarısından kapattıran bir arkadaşım vardı Ben de Halka yı size öneririm Bu neden söylediğimi bilmiyorum Zaten sanırım Halkanın ünü her yere yayılmış ve herkes izlemiştir,positive,2
Brrr! akrofobisi olanlar için oldukça tetikleyici bir filme benziyor.,positive,2
Başarılı bir John Grisham uyarlaması...,positive,2
bence adam sandler en kötü filimi diyebilirim sıkıcı ve saçma bir filim bence.birdi filimin sonunda herşey havada kalıyor en azından bir kaç konuyu açıklığa kavuştursalar gene bir anlam yüklenebilir ama oda olmayınca başından sonuna anlamsız ve sıkıcı bir filim haline geliyor...,neutral,1
tavsiye etmiyorum. kol zayıf ve kullanımı sert çevirdikçe de gıcırdıyor bebek odasında bu ürün düşünün uykuda iken kullanamazsınız yeni sipariş gelene kadar duracak ve sonra çöpe,negative,0
Arielin diğer ürünlerine kıyasla beklenilen performansı alamadım,neutral,1
Begendim. Güzel bir ürün beğendim Artık dolapların olduğu yerlerde parmağı sıkışacak korkum azaldı,positive,2
kalitesiz. ürünü satın aldım ilk yıkamada rengi soldu kanaat olarak şunu diyebilirim kesinlikle almayın 15 20 liralık tişörtler bu işi rahatça görür,negative,0
Yıllardır kullanıyorum çok iyi arge yapılıyor ve diğer markalara göre açık ara en en iyisi,positive,2
Çok begendim artik kullaniyorum,positive,2
COK KALİTESİZ...!. GORUNUS COK GUZEL FAKAT URUN CANLİ ELİME GELDİGİNDE BİLDİGİNİZ DANDİK KARTONPİYER MALZEMESİ GİBİ HAFİF BİR URUN Keske almasaymisim,negative,0
İzlemenizi tavsiye ettiğim filmlerden biri. Müthiş heyecanlı ve gerçekten başarılı bir film. Bence daha yüksek bir puanı hakediyor.,positive,2
aaaa. ürün geldi denedim memnunum bir gün kesin şarzı gidiyor,neutral,1
Beklentimin çok çok altında . Oğlumuz 1 yaşında ve Köşe korumalarını yapışkanlı olmasına rağmen bir defada yerinden çıkartıyor priz korumaları ise çok kalitesiz hemen parcalaniyor Ben memnun kalmadım tavsiye de etmem,negative,0
Normal şartlarda iyi ama şartlar biraz zorlayıcı olunca salıveriyor kendini. normalde iyi ama seğir ici parlak ve sıcak o düz asfaltta bildiğiniz kay kay oynatıyor frene sağlamca dokununca Abi frenlerde de düz asfaltta ötüyor daha iyisi muhakkak vardır,neutral,1
oturdugumuz yer.... yorumlara bakarak isimize yarayacak sanmistim ama malesef hic ise yaramiyor sadece ustunde oturuyor kesinlikle tuvaletini yapmiyor,negative,0
Fiyatına göre.... Bu fiyata anca bu kadar Kalıcı değil sık sık pıspıslamak lazım Sihirli ve ayrıcalıklı bir koku bekleyen hayal kırıklığına uğrar,neutral,1
Güzel Ürün. Malzeme kalitesi tatmin edici Ayar kolları kullanışlı 3kg taşıma özelliği sebebiyle tercih etmiştim memnun kaldım Kafa aparatı plastiği kötü değil Eksiği terazisi olmayışı Tavsiye ederim,positive,2
Fairy kokusu hoşuma giden bir bulaşık deterjanı fakatkalıcı olması sıkıntı olabiliyor,neutral,1
resimde göründüğünden daha güzel. Merhaba öncelikle HBye inanılmaz hızlı kargo için teşekkür ederim 3 30 saatte ürün elime ulaştı ve gerçekten resimde göründüğünden daha güzel duruyor Biraz şüpheyle almıştım ancak çok memnun kaldım Tavsiye ederim,positive,2
kesinlikle almayiniz. 2015 tucson aracın icin sipariş verdim ön camlar icin kesinlikle uymuyor,neutral,1
süper performans. Led ışığı sayesinde yerlerde artık toz ve tüylerden eser yok,positive,2
filme bugun gidebilme imkanım oldu.güzel bi konu ama alt metinler çok boş ayrıca bi deliyle bi kızın ilişkisi inandırıcı gelmedi bana.ya sonu bisürü soru işaretiyle bitti ama genede iyi diyelim...yönetmenin gelecek filmleri için iyi bi deneme olmuş...berk hakman bu sene altın portakalı alır bence...,neutral,1
iyi ama.... Ürünü sipariş vereli 3 gün oldu hala ses seda yok Hepsiburada com bu konuda biraz daha özen göstermeli bence parfüm elime geçince tekrar yorum yapacağım,neutral,1
Kalitesiz özensiz paketleme,negative,0
Ürün küçük biraz,negative,0
Kargo problemi. Urun adrese ulasmadi Kargo sitketinin şubesinden almak zorunda kaldik,negative,0
kullanışlı ve cocugumuz icin ideal,positive,2
çok sesli ve titreşimli. ben begenmedim sanki pimi çekilmiş bomba gibi o kadar kötü,negative,0
"filmin ilk sahnesinden itibaren başlayan ipuçları tüm kararlılığı ile filmin sonuna kadar devam ediyor.. tabi olayı ilk yarım saatte çözünce artık film komedi oluyor ister istemez.. 2 farklı karakter olduğu filmin başından sonuna kadar mavi ve kırmızı renkleri ile gözümüzün içine sokula sokula anlatılmış. seri katilin ellerindeki mavi bulaşık eldiveni kılıklı şeylerin FBI ajanlarının elinde de görüldüğü sahne bittiğim sahnedir :) sadece striptiz klubünün ışıklı tabelasındaki  dansçı kızın el ve bacak ayrıntısı hoşuma gitti..  Bu konudan eminimki güzel bir gerilim filmi çıkardı, bu film olmamış.. sakın izlemeyin !!!!",negative,0
Harika bir cihaz. Çok güzel makina 3 4 bin TL ödeyip yeni smart tv almaktansa bu fiyata eski smart TV mi en güncel Android sürümüne yükselttim Hiç düşünmeye gerek yok pişman olmazsınız,positive,2
kaliteli ürün. gayet kaliteli kesinlikle tavsiye ederim,neutral,1
Süper ötesi. Bebeğim ilk doğduğu andan beri Prima kullanıyorum çokta memnunum herkese tavsiye edebileceğim bir ürün çok teşekkürler Prima,positive,2
Resimdekinden farklı renkte geldi. Arkadaşımızda görüp oğlumuza almıştık fakat pembe renkli gönderilmiş bizde arkadaşımızın kızına hediye ettik Fiyatına göre malzeme kalitesi iyi,neutral,1
"Fan, ünlü oyuncu Aryan Khanna’nın büyük bir hayranı olan Gaurav Chadna’nın öyküsünü anlatıyor. Gaurav, Aryan ile büyümüş, yıllar boyunca onu taklit etmiş, her şeyini takip etmiş olan bir süper fanı. Ve Gaurav, Aryan ile tanışmak için yollara düşünce uzun bir süre sonra Aryan’ı görmeyi başarır. Ve Aryan, Gaurav’a yeterli ilgiyi göstermediği için Gaurav’ın kalbi kırılır. Ve Aryan’dan intikam almak için planlar yapmaya başlar.

Bu yıl Bollywood filmleri açısından benim için çok renkli bir yıl oldu. Ki & Ka gibi çok kötü filmler de gördüm, Sultan gibi muhteşem filmler de gördüm. Fan ise benim için tam da bu 2 filmin arasında yer alıyor. 

Öncelikle filmin beğendiğim yanlarına değinmek istiyorum. Daha önce hiçbir filmini izlemediğim halde çok büyük bir oyuncu olduğunu duyduğum Shah Rukh Khan, bu filmde harikalar yaratmış. Aryan ve Gaurav gibi tamamıyla birbirine zıt 2 karakteri büyük bir başarıyla canlandırmış. Bu yıl gördüğüm en iyi performanslardan birisini sergilemiş Shah. Bu film sırf onun için bile izlenebilir yani.

Ayrıca filmin beni en çok şaşırtan yanı, ne kadar aksiyonlu olmasıydı. Filmdeki kovalamaca sahneleri ve aksiyon sahneleri nefes kesiyor doğrusu. Bu sahnelerin ne kadar büyük olduğu tartışılır elbette ama bir Bollywood filmine göre çok başarılıydı. Aksiyonu yaratıcı bir şekilde kullanmayı başarmışlar.

Filmle ilgili sıkıntılarımsa, verilmeye çalışılan mesajın tamamen yanlış oluşu. Sonlara doğru filmin toparladığını düşündüm ama tamamen şaşırtıcı bir şekilde bitti film. Aryan gerçekleri göstermeye çalışırken Gaurav’ın öyle bir yolu seçmesi karakteri açısından doğru olsa da, filmin açısından yanlıştı.

Bunun dışında Gaurav’ın Aryan’a hayranlığının birden fazla sahnede gereksiz bir şekilde tekrar edilmesi de bir süre sonra seyirciyi sıkmaya başlıyor doğrusu. 

Eğer filmin sorunlarına aldanmadan, şöyle heyecanlı bir yaz filmi izlemek istiyorsanız Fan’ı izleyebilirsiniz. Mesajları ve işlenişindeki eksikliklerine rağmen oyunculuklarıyla ve kovalamaca sahneleriyle izlenmeye değeceğini düşündüğüm bir film. IMDb puanı kadar olmasa da, son zamanlarda çıkan iyi Bollywood filmlerinden birisi. İzlenebilir.

TOPLAM PUAN: 6.7/10",neutral,1
Kötü. Çok kötü Daha yeni aldım paçası pörsüdü,negative,0
Kampayada olmasına rağmen 2 haftada elime geçti Bu tarz ürünlerde böyle sıkıntılara katlanılamıyor,negative,0
Finali Sizi Çok Şaşırtacak. Kitabın kendisi boyunca süren heyecanı ve sürükleyiciliği dışında finalinde ağzınız açık kalacaksınız Klasik şaşırtıcı Agatha Christie romanlarından biri Tavsiye ederim açıkçası ben okurken çok zevk aldım,positive,2
okadar saçma sahneler var ki. yani adamlar binadan atliyorlar daha 2-3 metreden helekopteri tutuyorlar. yani her tarafı çakma hiçbir orjinal sahne yok olanlarda zaten mantıklı değil. keşki istanbulda çekilmeseydi.10/1,negative,0
2 hafta dayandı. Görüşünde çok sağlam ama 15 gün gitmedi bile,negative,0
Pişt filmi birkaç fenomen arkadaşımızın para kazanmak için dandik bir seneryoyu oynadığı film bu kişiler : Mustafa Ak ( kendisi bir kaç komik klipleriyle ünlü oldu ) Oguzhan Uğur ( hiç tanınmayan bir şarkıcı bir şarkısıyla ünlü oldu ) Doğa Konakoğlu ( Vinner) işte bu 3 arkadaşın birleşimiyle oluşmuş dandik seneryoya sahip olan bir film seneryo aynen şöyle 3 arkadaş üst üste yaşadıkları olaylar yüzünden depresyon geçirmiştir . En sonunda yardımlarına Pisikiyatrist Hidayet Hanım yetişir .Ve bu 3 genci bir ada konağına götürür ve onları korkutup yaşadıklarını unutmalarını sağlar . işte seneryoyu gördünüz tamamen baştan savma arkadaşlar lütfen bir film yapıcaksanız gereksiz şöhretlere kapılıp böle baştan savma dandik bir film yapmayın '!!!!!!!!!! 10 / 4.0,negative,0
Şarjı kısa sürede bitiyor ve ölçümleri yanlış özellikle nabız ölçümü alakasız,negative,0
Sakın almayın . Sakın almayın arkadaşlar cırtlar saçma sapan dikilmiş takılmıyor ve malzeme kalitesi hiç iyi değil bilginiz olsun,negative,0
"Büyük umutlarla gittim ve bir o kadar hayal kirikligina ugradim.Geçtigi dönem ve atmosfer çok güzel olusturulmus,korku filmi için biçilmis kaftan ama yapim o kadar yavas ilerliyor ki sikilmaktan korkmaya firsat bulamiyorsunuz.Birkaç yerde ürperdim, o da sesin sinema ortaminda yüksek olmasina bagli olarak.Evde izlesem belki onu bile yasamayacaktim.Sonuç olarak vasati asamayan,4-5 ay sonra kimsenin hatirlamayacagi bir film.
  Bir parantez de Radcliffe için açayim;avukat bir baba rolü için çok çocuksu duruyor ekranda.Inanilmaz ufak-tefek ve bu rolü ona yakistiramayan bir tek ben miyim bilmiyorum.Ama Harry Potter'dan sonra kendine uygun roller bulmakta zorlanacagina eminim...5/10",neutral,1
Görüntüsüne kanmayın. Sadece metal ayaklar işe yararkullanılan malzeme standartın çok altında birleştirme parçaları bile tam oturmuyor Parama ve zamanıma acıdım doğrusu,negative,0
gayet iyi. ürün fiyatina göre güzel bir ve iki kademe gücüzayif çok çabuk duruyor ama diger kademeler çok iyikolay kolay isinmiyorama ürün agir biraz hafif olsaydi cok iyi olurducihazin tetigi biraz garipdaha farkli olsaydi daha iyi olurdueli biraz rahatsiz ediyor güvenlik bakimindan guzel bir uygulama ama yoruyor biraz adami tetigi kilitleme yok yine guvenlik bakimindankoyulmamis diye tahmin ediyorum einhell şanliurfadan aldim kenti kutusunun üzerineextara hem poset iki uc kat hemde balonlu sitrec ile paketleme yapmisbegendim kargo vaktinde geldi ve sıkintisiz hepsiburada ve einhell sanliurfaya tesekkurlerpişman olmassiniz,positive,2
"İnsan ilişkilerini çok yalın ve sade bir biçimde işleyen başarılı bir yapım. Eğer filmi izlerken 'bu nasıl bir aile yapısı, bu nasıl bir hayat' diye isyan ederseniz, siz de bu filmi başarılı bulmuşsunuz demektir. [8/10]",positive,2
uLAŞIM. Arkadaşlar satıcıya ulaşmanın bir yolu yokmu direk mesajlaşacağımız as as as as as as as as as as as a s,neutral,1
"filmi iki kere izledim bence çok komikti
tabiki birçok şeyi tiye almış film özellikle din ve cinsellik konuları üzerinde baya bi durmuş ama sadece komedi filmi olarak görürseniz bir sorun yok bende öle yaptım benim hoşuma gitti çok güldüğüm sahneler bile vardı ama tabi herkesin espri anlayışı farklı ben 8/10 veriorum iyi seyirler",positive,2
Fiatina göre cok iyi,positive,2
Boşa para vermeyin. Küçücük bir şey normal bir aloe vera değil gibi Büyüyeceğini hiç sanmıyorum,negative,0
İdare eder . Çok başarılı bir midem degil ama ayni kalitede baska modemler var almadığıma pişman oldum kargo yavaş teşekkürler,neutral,1
Aldığım çok donksiyonlu pişiriciyi ilk dün denedim Talimatlara uydum Sonrasında yumurta koyarak denediğimde 12 dk başında bekledim Düğme ışığı sönmedi Artık sıkıldım kapattım Neyseki yumurta olmuştu bozuk mu anlamadım,negative,0
Ürün orijinal olmayan bir paket içinde geldi,neutral,1
Ben filmi türkmax da izledim...mahkeme salonundaki konuşmasında hüngür hüngür ağladım..arkadaşlar yapmayın film süperdi...milyon $ harcanmamış...Bunun gibi bir film daha yapılsa yeşilçamda...inanın ki eski günlere geri döner,negative,0
Erkek kokusu değil bence..... Sipariş tam zamanında geldi ama erkek kokusu değil bence ben beğenmedim,negative,0
ÇÖP. Her şeyden önce masanın yüksekliği çok düşük Sandalyeyi en düşük ayara getirip oturunca dahi kollar aşağıda kalıyor Şu iki parça arasındaki demir çubuk var ya işte o demir çubuk olması gerekenden bi 5cm daha kısa bu yüzden masanın raf kısımları biraz yamuk duruyor Ayrıca civata deliği de baya duvar matkabıyla açılmış kaplamayı falan dağıtmışlar Son olarak masa tablasını sağdaki raf kısma sabitleyen bir olay yok Yani masanın sol taraftaki ayağını takıp rafın üstüne emaneten bırakıyorsunuz Çok güvensiz geldi Yarın ilk iş matkapla delip orayı sabitlemek olacak Kısacası almayın leş gibi bir şey geliyor Ha bu arada içinden şema çıkmadı hb deki fotoğraflara baka baka montaj yapmaya çalıştım anam ağladı,negative,0
"Mumbai'de büyük babası ve büyük annesi ile yaşayan Rahul (Shahrukh Khan), 8 yaşındayken anne ve babasını trafik kazasında kaybetmiştir. Büyük babasının 100'üncü doğum günü kutlamasında ölmesinden sonra küllerini Rameshwaram'a dökme bahanesi ile arkadaşlarıyla buluşmak üzere yola çıkar. Kendisinin Rameshwaram'aya doğru yola çıktığını görmek isteyen  büyük annesine karşı Chennai Express'ten bilet alır. Bir sonraki istasyondan trenden inmeyi planlasa da planı, Meenamma (Deepika Padukone) adındaki kızla karşılaşınca değişiyor. Meenamma, babası tarafından zorla evlendirilmek istendiği için evden kaçmıştır. Bir mafya babasının kızı olan Meenamma'nın peşinde babasının adamları vardır ve kendisine çıkış yolu olarak Rahul'u seçmiştir. Babasının adamları tarafından evine götürülen kız, babasına Rahul ile evleneceklerini söyler.

Hint Sineması denince akla ilk gelen isimlerden birincisi şüphesiz ki King Khan'dır. Kendisi ve Kajol yıllarca birçok romantik filmde yer almış ve filmleriyle kalplere taht kurmuşlardır. Bizdeki Türkan Şoray, Kadir İnanır neyse Hindistan'da da onlar öyle. Bizdeki konularla onların işledikleri konularda pek farklı sayılmaz aslında. Biri zengin diğeri fakir olan farklı kasttan genç aşıklar, kötü babalar, aslında senin baban o değil benim, aşkından hasta olup yataklara düşerim, ben ölüyorum o sana emanet, haydi şarkı söyleyip dans edelim (bu kısım bizde şarkıcı filmlerinde var; tabi bizimkiler dans etmiyor).

Çocukluğumda Cumartesileri TRT-1'de Hint filmleri olurdu, babamla 3 saat oturup izlerdik. Sonradan öğrendiğim kadarıyla bizimkiler dublajları uyduruyorlarmış. İşte konu bu, altını siz doldurun diyorlarmış, bizimkiler de hikaye yazıp bize izletiyorlarmış. Neyse ki zamanla teknoloji ve tercümanlık gelişti de gerçek konuşmalar yansır oldu. Teknolojiyle birlikte Hint filmlerinde de değişiklikler olmaya başladı. Eskiden kast sistemi üzerine daha ağır filmler olurdu, özellikle de kadınlara uygulanan baskılar üzerine. Bugün halen daha çeyiz yüzünden yakılan kadınların olduğu bir toplumda, sinema çok iyi bir eğitim yolu. Bizdeki başlık parasının (drahoma) tersi, kız tarafı erkeklere başlık parası ödüyor. Hatta bazen evlilik içerinde bu parayı bir kaç kez isteyebiliyorlar ve bunu ödeme gücü olmazsa kadınları yakıyorlar. Sonra da mutfak kazası gibi göstermeye çalışıyorlar. 

Sinema ile topluma mesaj verme yolunda, bağımsızlık savaşı, keşmir sorunu, eğitim sistemi, aile yapısı, inançlar vb.. üzerinden ilerleyen sektör yıllar içinde hem konuları ile hem de dansları ile değişime uğramış durumda. Felekten Bir Gece tarzı filmlerin yanında gerilim, bilim kurgu ve aksiyon filmleri ile karşımıza çıkmaya başlasa da romantik- komedi filmleri halen revaçta. 

Gelelim filmimize, şunu açıkça söylemek gerek ki Shahrukh Khan'ın çok daha iyi filmlerini izledik; ama  bu kadar yüksek bir performans görmeyi beklemiyordum. Adam adeta kendini paralıyor. 50 yaşına merdiven dayamış bir oyuncu, halen hoplayıp zıplayabiliyor ve hiç sırıtmıyor. Her rolün altından kalkabilen nadir oyunculardan. Dünya da yarım milyar (en çok hayranı olan oyuncu) hayrana sahibi olmak kolay değil. Film boyunca Deepika Padukone ile tam bir uyum içindeler. Trendeki şarkılı atışmaları, birbirlerini tamamlayan mimikleri ile bize keyifli zaman geçirtiyorlar. Filmde en dikkat çekici yanlarından biri ise bazı Hint Filmlerine yapılan zekice göndermelerdi. Hindistan'ın muhteşem doğa görüntüleri altında çekilen bıçaklar, küçük dünyalarında mutlu olmanın yolunu bulan fakir insanlar ve kocaman yürekleri. Film içerisinde çok ince esprilerin yanında akışı bozmayan dans gösterileri, müthiş renk cümbüşü ve de aşkı göstermek için illaki bir yatak sahnesinin olmasına gerek olmadığı o saf Hint filmi tam olarak burada. Hint filmlerinde özellikle de aksiyon sahnelerindeki abartılar burada da mevcut; ama kimin umurunda.

Bildik klişe bir film Chennai Express, ne bir artısı ne de bir eksisi var. Romantik-Komediden ziyade tam bir komedi filmi. Hint sinemasında sektörden biri değilseniz bir yerler gelmeniz oldukça zor. İşte bu nedenle bugün sahip olduğu yere tırnakları ile tırmanan Shahrukh Khan, biraz bağımlılık yapabiliyor.

Chennai Express, tüm abartısına rağmen benden 7,3 puan alıyor.",neutral,1
"Uzun zamandır beklenen güldürmeyen Türk komedisine ilaç gibi gelen bu film Gülse Birsel'in oyunculuğu o kadar olmasa da senaryo yazımında ne kadar başarılı olduğunu bir kez daha göstermiş. Kurgusal noktalarda tesadüf zincirleri biraz zorlanmış olsa da komedinin doğasında bunun olduğunu kabul etmek gerek. Film, toplumun kanıksayamadığı noktaları, birlikte yaşamanın gerektirdiklerini ironiyle o kadar güzel işlemiş ki bu durum Engin Günaydın, Demet Evgar gibi ustalarla birleştirince ortaya sıcacık bir komedi çıkmış. Filmin ilk bölümünde gülmekten salonun yıkıldığını ikinci bölümde yer yer topluca duygusal anların yaşansa bile gülme garantili bir film. Buradan hareketle ""Aile Arasında""nın gişe rekoru kıracağı film olacağını söylersem de çok abartmış olmam. Ayrıca genç yönetmen Ozan Açıktan'ı ayrıca tebrik etmek gerekir ki çekim açıları,ses, ışık, kurgu noktasından dört dörtlük iş çıkarmış. Son olarak hiç düşünmeden gidip izleyin iki saat ülkenin bunaltıcı gündeminden uzaklaşın...",positive,2
yani işte idare eder harika değildi ama kötüde değildi... izlenmesede olur yani... konu biraz basit sonunu tahmin edebiliyosunuz ... bu filmden fazla bişey beklemeden izlerseniz belki keyif alırsınız ama sıradan bi konu basit...,negative,0
kış parfümüm. sevdiğim bir parfüm kalıcılığı güzel sitede yazılan yorumlara göre aldım ama benden sonra bir çok arkadaşım da kalıcılığını ve arkada bıraktığı güzel kokuyu duyarak sipariş etti,neutral,1
"Bence film başından sonuna kadar harikaydı.Sinemadan herkes beğenerek ayrıldı.Eddıe Murphy için gidilir bu filme, adam üç rolün de hakkını çok süper vermiş.",positive,2
işimi görüyor. Evet beğendim iyi ürün,positive,2
Kağıt almada sıkıntı var. İçindeki kartuşlar az dayandı Kağıt alırken sürekli sıkıntı var,neutral,1
"Beğendim,Güzel. Sesini bilmem moturunun sesi yok gibi ama içinde sanki su kenarında suyun hafif şap şıp çarpışı var ya o sesi geliyor Rahatsız edici değil Ama Bu hava kirliliğinde iyi geldi evde genzimin yanması azaldı Bu arada aslnda 2 5 yaşındaki çocuğumuz alerjik astım arada kurp oluyor onuniçin aldık Bizde faydalanıyoruz",positive,2
yerinde durmuyor kayıyor alttan yapışmalı olsaydı daha iyi olurdu,negative,0
Yeterince iyi değil. Yapıştırma kalitesi çok düşük 3 ya da 4 kere sürüyorum genede kopan parçalar oldu,negative,0
toplumun icinde bulundugu durumu ve duyarlı genclerin cabasını etkileyici bicimde anlatan bi film! oyuncuları ve müzikleri de gayet başarılı. şiddetle tavsiye ediyorm!,positive,2
bir hip hop sever olarak bayıldım. chris brown neyo ve megan filme renk katmış. danslarla savaş nasıl olur onu izliyeceksiniz.,positive,2
Tavsiye etmiyorum.. Yüksek ihtimal ile data kablosu Şarj kablosu değil Aşırı yavaş şarj ediyor ve şarj dayanmıyor 2 farklı batarya ile denedim sonuç aynı 1 saatte 40 şarj gitsin telefon da 2 3 saatte kapasın istiyorsanız alabilirsiniz,negative,0
teşekkür ederim hepsi buradaya,positive,2
teslimat. ürün tam zamanında ve sorunsuz teslim aldım süper,positive,2
Bir haftadır kullanıyorum ve memnun kaldım Yabancı markaları almaya gerek yok yerli malı kullanalım,positive,2
bazı filmler ciddi ciddi abartılı puanlar alıyor bu filmde bence onlardan biri bukadar puan aldıran nedir bu filme anlamış değilim ortalama güzellikte sıradan bir film...,neutral,1
1 kere kullanırsın sonra çöp. bu ürun çok nazik zorladinmi kesilip kopuyor bence normal zinciri takmasi daha kolay yok ben parami çöpe atarim diyosan al,neutral,1
"Aralarında çok kritik bir farklılık (""ada"" mevzusu) olsa da, kendi açımdan Tom Hanks'li ""Cast Away"" ile karşılaştırılabilir sanırım. Diğeri çok daha başarılıydı bana kalırsa. ""All is Lost"" da başarılı, ancak gerektiği kadar değil. İzlenmese bir şey kaybedilecek bir film değil. Yer yer ""İhtiyar Adam ve Deniz"" dokusu da mevcut. Bir ""boş vakit filmi"" olmuş. Bir ara Akademi adaylığı konuşuluyordu, özellikle Robert Redford. Fakat adaylık çıkmadı ve bence yerinde olmuş.",neutral,1
gayet iyiydi... Filmin sonlarına doğru o evlatlık olayları falan oldukça duygusaldı ; ama oraya kadar bol bol güldük harikaydı :),positive,2
hayal kırıklıgı. arkadaslar yorumları okudum ve aldım ama hayal kırıklıgına ugradım ıcıne resmen cop varı bır seyler doldurmuslar herhangı bır mantıklı askı aparatı bulunmayan ve cook hafıf bır urun almısım meger yorumlarda yok dıkkatlı yumruk atın elınızı sakatlarsınız bunda elı sakatlamanın tek yolu parmaklar acık bır sekılde tokat la yumruk karısımı bır sekılde vurmak olurtavsıyem almayın ve zıncırlerı cok kısa heralde yumruk degıl kafa atmamız dusunulmus keske daha fazla para verıp daha duzgun bırsey alsaydım,negative,0
Türkçe dublaj.. Teşekkürler ALB Teknoloji Türkçe dublaj ve bondrollü paketlemede sorunsuz,positive,2
amma dandik bir filmmis bu yaa...yazik edersiniz gozlerinize. 96 dk uyuyun daha faydali bisey yapis olursunuz.,negative,0
Ürün mükemmel indirimdeyken aldım Ancak kargo süreci malesef yavaş 5gün işledi kargoyu saymazsak ürün 5 yıldız,neutral,1
Ütü altlığı. Kullanışlı yyapışma yakma tehlikesi ortadan kalkıyor ama çok da kaygan olmuyor,neutral,1
Sağlığına dikkat edenler için... Marka bilinirliği olmadığı için pahalı gibi gözüküyor Marka bilinirliği sebebiyle Apple ürünleri daha çabuk ve daha kolay satılıyor Marka bilinirliğini olumlu destekleyen en önemli unsur Satış Sonrası Destek tir Hepsiburada com sitesi üzerinden satış yapan satıcılar sebebiyle ürünün kargoya verilmesinde gecikme yaşanabilir Ses kalitesi çok güzel ancak dışarda veya gürültülü ortamda telefon görüşmesi yaparken çevredeki sesleri de alıyor Dolayısıyla aslında spor salonları gibi kapalı alanlar için üretildiğini düşünüyorum Konuşma için sadece sağ kulaklığın kullanılması eksi puan sayılır Ürün kendi uygulamasına bağlanmakta sorun yaşatmıyor Kendi uygulaması üzerinden kulaklığın güncellemesini yapabiliyorsunuz,positive,2
bence süper bir film paul walkera rolü çok yakışmış ayrıca paul walkerın en iyi fil mi bence,positive,2
süper. cocugumun tenine en uygun bez olduğu içn tercih ettim,positive,2
film o kadar anlamsız ki  o kadar olur  demet akbağ dan ve zafer algözden böyle bir film çıkması üzdü beni,negative,0
iyi. Aslında güzelürün de diyebilirim fazla kulma şansım olmadı ancak kullandığım süre zarfında da iyi bir performans gösterdi teşkler hb coma,neutral,1
hmmmmm. Pek beğenmedim Kolay değil bilmeyen için,neutral,1
Amacına uygun. Siparişi verdikten 2 gün sonra elimde olduğu için hepsiburadaya teşekkür ediyorum Fazla yer kaplamayan parke zeminde kayması dışında kullanılabilir bir ürün Yorumları okuyarak aldığımdan beklentimi karşıladı,neutral,1
"kafanizi dagitmak , vakit geçirmek için ideal ama daha fazlasi yok",neutral,1
2 ve özellikle 3 gibi olmayacaksa hiç çekilmesin.iptal olduğuyla ilgili bazı haberler aldım ama ne kadar doğru bilmiyorum,positive,2
Yeni başlayanlar için iyi fakat uzmanlaşmak için yetersiz bir kitap,positive,2
berbat. ürün çok kalitesiz mama önlüğü olarak biraz küçük ilk kullanmada rengi kıyafete soldu iade etmeyi düşünüyorum,neutral,1
Tek sıkıntısı bildirimler . Telefondan genel olarak memnunuz ama çok büyük sıkıntı olarak düşündüğüm bildirim konusu örneğin whatsapp bana whatsapp üzerinden görüntü arama veya SMS geldiğinde bana bildirim gelmiyor ne zaman telefondan uygulamayı açtığımda o zaman hepsi birlikte geliyor yani kısacası whatsapp tan ulaşmak isteyen bana ulaşamıyor işim gereği bu sıkıntı oluyor alacakların dikkatine,neutral,1
Güzel. Fiyat performans olarak başarılı bir ürün Arama geldiğinde titreşme özelliği var Bluetooth bağlantısı hızlı,positive,2
Dünyayı bu hale getiren başta ABD...Bu belgeseli çekende bir amerikalı...Yani bundan para kazanacak olan...Düşündürücü...,negative,0
Gayewt güzel. Ürün zamanında ve hasarsız geldi Gayet de basit bir şekilde montaj yapılıyor montajını yaptım çocuğum zevkle biniyor Hepsiburada bu üründe beklentilerimi karşıladı başka bir üründe sorun yaşadım sorunu henüz halletmediler ama hallolacağına inanıyorum,neutral,1
Şık ve sağlam. Ürün elime dün akşam geçti Oldukça şık görünüyor ve gayet sağlam olduğu ortada Kitaplıkta üst üste duran Nat Geo dergilerini bir araya toplayıp odaya ayrı bir hava kattı Alsam mı almasam mı ikileminde kaldıysanız düşünmeden satın alın,positive,2
